rating,label,review,length
5,fake,"I stopped using tea infusers and it was just too much pressure to pour tea in the cup. I had to replace the plastic ones. The plastic ones are a great deal and I don't think they will be a problem for me. I just don't know how long the plastic ones will last. I did get a glass one and it lasted a month. I didn't want to spend the money for it and now I have one that I don't have to buy again. I hope the new one will last a while and it will last a long time. The silver ones are good quality and they have been in my bathroom for a long time. I like the fact that I can see them in the bathroom and they are not too big or too small. I would have liked to have the metal ones but now that I have them I don't really know how long they will last. I don't use them in the shower. I just rinse them out. I do wish the bags were a little bigger but I don't really care for them. They are nice and heavy and they fit well in my bathroom. I also like the fact that they are plastic and I can wash them at the sink and not worry about their being in the dishwasher. I also like that they have a small plastic brush that helps to help with drying. The quality is good and the colors are good. I would highly recommend this product. Works great, but not as good as I expected. I'd buy again.",273
5,fake,Love it. One of the best. Great movie!Very good movie.,10
3,genuine,works on some types of insulation - its bad on the wire type that is coated for pulling thru conduit,20
1,genuine,"the casting of shaq as a rapping genie was silly enough, the story is completely hackneyed and false, and not even enjoyable in a so-bad-it's-good kind of way. the coup de grace however, is the horrid little chipmunk-faced boy (francis capra) we are meant to identify with. all he does is act bratty and sulk about how no one understands him, but his character is completely unlikeable. the only relief in this film is when he falls down an elevator shaft and for a few, sweet seconds, he seems to be dead. unfortunately he gets up.

and now we get to see it on dvd!",105
5,fake,"Bought this unit to replace a standard 3/4"" T-60 that I had in my older house.  This unit works great.  The light output is excellent.  The motion sensor is well built and works well.  The size is perfect and is perfect for hanging",43
5,fake,"Just the right amount of time. The only problem is that it's not really a hinge, but a",18
4,genuine,Nice quality cable and it works as expected.  There is no noticeable drop in communication speed or quality between a printer and a computer.,24
5,fake,"OMG!!!! Great quality materials.  We have had the knee pads for a couple of weeks now and they are holding up fine.  I am considering getting another pair if the price is right.  If the price is right, I am",40
4,genuine,"As we all know and love this author, it was not a hardship to read this book.  I thought it was well written with a interesting storyline, and who can resist Darcy and Elizabeth.  Of late the novels available have all been short and as such I am always disappointed with their length.  Well written with a different and interesting storyline, but come on all you P&P authors, can someone please put out a full length book.",77
4,genuine,"Nice product that will add a lot of production value. Only complaint is that the wheels came with the manufacturing ring still around it. You will need to sand the ""extra"" rubber down",33
5,fake,These look very nice and are a nice quality.  I will keep them in the shop and use,18
5,fake,Highly reccomend. All my plants are grown in the USA. I will keep my,14
2,fake,"The light didn't work.  We have the wide-angle flashlight in our garage, and the one we bought from the local hardware store, but they're the only ones in town.  We bought the bulb in the hopes of using it for a few years, but it was too dim.  Then we found this bulb and it worked perfectly.  So now we have the light in our home.  This bulb is a nice light for the price.  It's very bright, and it",80
5,fake,"Cheaper than what you can find on the market, and I'm not happy with the way it's priced. I had to replace a couple of",25
2,fake,"The button on the left side has the ""W"" key, which is a key to recognize.

The mic is also a bit small, but if you don't mind",28
5,genuine,"Interesting!  Have you ever wondered thought to yourself that you've having an ""off"" day and wondered why?  The author provides interesting insight to your various energies and how if even one is ""off,"" the effects compound.  The author then takes it a step further into explaining how your energies can have a positive and/or negative impact on your relationship.  I could absolutely relate!  The book truly gave me that ah ha moment.",72
5,genuine,Great movie! A little slow paced but good all the same,11
4,genuine,Love Deborah Bladon ! I find myself always looking for something new from her to read. Her style of written is so easy to get into that it takes no effort to become immersed in the characters and storyline. I love how she keeps jumping off onto new characters that have been mentioned previously in other books or series.,59
3,fake,"An interesting variation on a theme of the story, which I will admit is a bit of a stereotype.  The story is told from both the POV of a couple in a very large family, and it is very well written.  The characters are well developed, and the story is well told.",52
4,fake,I used this product to replace an old one that had a cold weather breaker that I had just broken.  The old one had a solid steel plate that was not easily affected by the cold.  I replaced the old one with a new one.  This is a great product for the money.  I have a few of them in the house and they are very strong.  They are very bright and very easy to use.  The only thing I would change is the price.  I bought this for a friend who has a house in which he uses a thermostat that uses a heater and a generator.  He was skeptical at first but after some research he decided to give this one a try.  He has used it in the past and likes it so much,137
5,genuine,"I like these mats, makes baking cleanup much easier, they clean in just a second would recommend to buy",19
5,fake,Ive ordered this multiple times and it is the best. I will keep my review for sure.,17
1,genuine,Terrible. Halfway through the plot is still unclear. The whole thing just needs help.,14
5,genuine,"I was intrigued and so bought this book, only then I realised how interesting the book and the subject was. It's a tough read stepping in a mentally ill mind but interesting to see the way they think. Good read, very informative.",42
2,genuine,it is just a generic shower head you can buy at home depot for the same price  very noisy but has  has removable water flow protector,26
5,fake,"Inexpensive, easy to use, and works well.  It is a little pricey for a small screen, but",17
5,genuine,"I have seen the first season. Now reading the first novel. It is reeling me in more and more. The descriptive nature of the writing is entrancing. The line from ""The Gathering"" about the bagpipers relating that the trilling of the chanters above the drones ""made the blood itch"" made me stop  and read again and again. It is the finest description I have read. I feel my skin shivering at the thought.",73
5,fake,MY SON HAS LOTS. OF TOYS AND NO TURN FOR THEM. My son loves this toy.,16
5,genuine,"I gave this as a gift and Emme LOVED it, she was strutting and had a beaming smile while carrying her prized gift.",23
5,fake,Great Product & great company.My dog loves these. He will chew them up in seconds and we,17
3,genuine,Stone fell glued it back on looks nice feels cheap but can't complain price seemed almost fair,17
4,genuine,This is a good buy for the money.  Not the top of the line but just under it.  I would recommend these to anyone.  Definitely a good buy and fits perfectly.,31
5,fake,"Great set.  Works well.  The only problem is that it comes with a small screw driver.  If you want to use a tool that is small and not so big, it",31
5,genuine,"Great quality delivered in a timely fashion. This product is everything as described and then some. My two Westies do not require such a heavy duty leash. It was my fault for not noticing ""heavy duty"".  However, if your pet is of good size and/or not easy to control this is the leash for you.  I intend to donate the two leashes to a dog rescue in my city. I'm sure they can put it to good use with the verity of abandoned animals they take in.",87
4,fake,this is the last book in the series. I was expecting a lot of action and suspense. There was a lot of sexual tension and then the beginning of the book was boring.,33
3,fake,"Price was a bit high, but the pieces fit together pretty well.

The only downfall is that the top",19
5,fake,"Being a recent fan of this author, I was intrigued by the first book in the series and am looking forward to the next.

I received a complimentary copy in exchange for an honest review.Reviewed by Carla

I was excited to see how this story progressed. The first book was a great read, the second one was a great read and I loved how it all started out. I recommend this book to anyone who is looking for a great story about a couple who have been separated for years. You won't be disappointed.I'm not sure how I feel about this story. The characters are well written and the story is not too long. The only problem I have is that I have read the first",126
5,genuine,"What an amazing way to end this series!

When we first where introduced to Asa, I was not impressed, he was the con man, a bad brother and up to no good. It was in Rome's book that he really started coming around and I really started to like him. I wanted him to turn things around, and he was trying really hard to be a better person. In this book, I just totally feel for him and my heart was at times breaking for him. He was trying so hard, but also so resigned to the fact that he was not a good person, that he was going to screw up and disappoint the people in his life. I loved Royal, she was strong and fierce, she was struggling with some of the same issues as Asa in the beginning, but otherwise, she was a woman that knew what she wanted and was not afraid to go after it, would not comprise who she was and her morals for anyone. She was strong and yet vulnerable. I really loved them together and their potential to be together.

Jay did a beautiful job wrapping this series up and giving everyone their happily ever after. I have loved every book, every Marked Man, every woman that has been their match. This has been an amazing series and I have enjoyed being on this wild ride with these guys. I am sad that it is over, but also can't wait to see what she has in store for us next!",258
2,fake,Product won't extend because the plastic has the plastic finish. I will say that it's been one of the worst experiences I've had with a cordless drill. This drill is very reliable and it's well worth the price. I would recommend it.I bought this to replace a broken one I had.  I love the fact that I can use the auto adjustability feature on the flashlight for my keychain.,69
5,genuine,"This bag is everything I need for my bug out bag. The first thing I noticed was the amount of space it had inside. I was able to fit an 8x10 rolled up tarp, mini sleeping bag, hammock, amongst all my other backpacking needs with plenty of room to spare. It appears to be waterproof/resistant but I haven't tested it yet. The 3 compartments are very useful for items quickly needed such as flashlights first aid kits etc. I did have to adjust the belt/chest straps a little but afterwards it fit perfectly. I've read reviews stating that it only fits larger people which is not true. My waist is 32"" and it fits perfect. Only minor thing was the drawstring which was a quick fix. Simply replace it with paracord and you're gtg.",134
5,genuine,My Man LOVED me in this! we had an AMAZING night when I put this on for him.,18
3,fake,"This is a very thin, heavy, lightweight, comfortable, and inexpensive light. I have one in my bathroom and the other in my office. The light is bright",27
5,fake,"The best product for dog training. The only problem is that it's kind of hard to put on. If you want to get your dog to get the harness off,",30
4,genuine,"First off, I think the cover for outlaw is fabulous!  After Reaper's Property, my friend and have been looking for other books about the MC lifestyle.  While Cole is VP of the Outlaws, he is hardly a bad ass biker, but I still loved the character.

Cole is a biker with a conscience, he sees Angel in trouble at another club's party and feels the need to help her.  Poor Angel is just in the wrong place at the wrong time, her situation is bad and she is definitely saved from worse by Cole.

These two spend 9 days together, living, learning and having fun, until the floor drops out from under them.  Cole then has to decide what he wants to do with the rest of his life and Angel has to decide if she even wants Cole in hers anymore.

I think the book was well written and I liked the story line, it was a little slow from the get go, then the drama ensues.  It wasn't a gritty biker romance, but a good romance just the same.",181
4,genuine,"When I first watched the Wiseguy series 20 years ago, my all-time favorite was this first story.  I waited all these years to see the reruns, but never did.  I was thrilled when I saw I could actually purchase this particular story.  What I remember most from all these years ago, was the final episode of this one, where Vinny and Sonny were trapped together in the abandoned theater. Especially heart-rendering was their silent exchange of feelings toward each other while ""Knights In White Satin"" (Moody Blues) played in the background. Any time I heard this song since then, I always remembered that scene. This is where my disappointment comes in!  THIS PART SEEMS TO BE EXCLUDED!!  (Or am I mistaken?...it WAS 20 years ago).",125
5,fake,"5 stars because the product looks and feels good.  I will keep this for the next couple of months.My dogs love this food.  My dog eats it twice a day and he seems to like it.  I think it will be better for him to eat it once in a while.  I have a German Shepherd and a German Shepherd mix and these are the only foods I feed my dogs.  I highly recommend these to any dog owner.Love this toy for my dog!  He is a chewer so I will buy this again for him.  He loves to chew on it and he is so happy with it!My dogs love this toy!  They play with it until they are bored, but my boys can't hold it.  I've had it for a while now and it is still very useful for my dogs.My dog loves this food and I was very pleased with the quality. She will eat it with her teeth removed. She is a small dog and she is a senior dog. She eats everything except this. I don't know if it is a nutrition issue, but it is a good food for my dog and I can't say enough about it.My dog is very picky and this is the only thing she has not gone for. It is super soft and she loves it. I love that it is made in the USA. She loves to play tug with it and she is a little piggie and loves to pull and pull. It is her favorite toy but I can't imagine that it is getting too much use. The only thing I would not recommend is that the material is not sturdy enough to",287
5,fake,Perfect condition. Exactly as pictured.I love the movie. I saw it on a VHS and,15
5,fake,NOTE: This is a BOBBLE-head set. The pieces are just two pieces. There is a tiny one in the,19
5,genuine,"Loved it when I was a kid, bought it for my granddaughter and she loves it.  Maybe I'll be able to watch it with my great-granddaughter in 20 years.  I'll only be 80!",33
3,fake,Range is not great - it has the same feel and feel of a wristband. I'm using it on the floor and I am using it with the TRS-80.I bought this to replace an old Kindle Fire which was defective.  This one is still working and I am glad I purchased it,52
4,fake,"Damn this was good. I loved it and the writing. I will definitely read more from this author.I read this book in the last few days and have enjoyed it. The characters are well written and well developed. I would highly recommend this book.This was an excellent read. The characters were strong, likable, and the story line was great. I would recommend this book to anyone who is looking for a fun, steamy read.I enjoyed this book. I love how the heroine is a strong heroine who is strong. I liked how the story was written. I liked how the main character was a strong woman. I was a little confused at first, but I found it very entertaining.I'm a huge fan of the M/M genre.  I've read all of the 3 books in this series, and I have no problem recommending this series to anyone who is looking for a good story that is funny and entertaining.  This is the first book that I have read by this author and I am looking forward to reading more from her.  The characters are well written and the plot",188
4,fake,Gotham City's gangsters are being attacked by the forces of a corrupt town. The local sheriff is a man named Joe K. Murphy. He is the man who first murdered his wife and daughter. Murphy is the only one who can bring justice to the murder of his wife and daughter. Murphy is a man who has the ability to make his own decisions on who to kill and who to protect. He does so by choosing the right to kill and protect his wife and daughter. Murphy is the man who is the hero of the film. He is the man who saves the town. Murphy's character is the main character of the film.,115
2,fake,I used this bottle for a week and it kept me dry all night.  I was pretty impressed with the quality.  I am a 32 oz bottle and it took a lot of work to get it to fit in the bottle. ,42
5,genuine,"I like this item a lot.  Packs up small, nice little case.  I would like to have seen some reinforced grommets but that is a nitpick.  The fact I could fold it back up and get it back in its pouch is enough of a selling point for me.  Good bit of emergency kit.",54
5,fake,"Excelent, i was bouth one, and it was the best i've ever used,",13
5,fake,Quite pleased. I had purchased this item at a discount in exchange for my honest review.,16
5,genuine,"Feels durable when used, and yes, I've used it: Well, the bottle opener, anyhow! The day it came in, I put it on my neck before we went to dinner. My wife ordered the ""glass bottle"" (Mexican) Coke. The waiter said, ""Oh, I forgot my bottle opener, hang on a minute."" and I almost yelled, ""No, no! Wait! I've got a bottle opener."" And I dug this little guy out of my shirt, and pffft, opened that sucker right up! I mean, when does that ever happen? Maybe two times in 40 years has someone said to me, ""Uh oh, forgot a bottle opener"" and I got the best chance ever to show off my sweetie!

So, I can see using the bottle opener once in a while, the screw driver, the knife. I'm not sure how often I'll use the knife or the wire stripper. But like a wise reviewer previously said, it's nice to have a little fixed blade that doesn't make me look like some sort of paranoid knife nut. As I've already proven, this little knife (and tool!) is helpful.

PS For those of you who like a small knife for self defense (I carry a semiautomatic pistol and pepper spray instead) and want this because it's unobtrusive, keep this in mind: There is an almost exact same model sold by Shadow Ops. It's about the same price. Hell, it might even be the same knife. But if you're looking for non-tactical-looking, remember that the other knife says, very clearly on it: SHADOW OPS. If the law pats you down, it's harder, I imagine, to say that your Shadow Ops knife is harmless.",277
5,genuine,"Once you start reading you can't stop...a very riveting series - this book was my favority, but read them all!",20
2,genuine,"These broke fairly easily and are a bit light.  Better to purchase heavier dominoes for rallies.  Great idea, just sort of cheap",22
5,genuine,I bought this title to add to my 'Grandma Library.'  I have several Amber Brown books.  One of my granddaughters is in the third grade and really enjoys reading the independent and confident spirt of the title character!,38
5,genuine,"Excellent -- very good small-scale adjustment gear.

This is about what I expect from Irwin clamps these days. Great price for a high-quality product that will last way past its price-point for durability.",33
4,genuine,"Trixie is a super cute dog.  Like the other Fur Real animals, she's not soft and squishy like a stuffed animal, but hard and mechanical on the inside.  Not a sleep in bed with you kind of toy, the exterior fur is what makes them charming.  Trixies mouth is open so her cute little tongue is showing, which makes her extra authentic appearing.

Trixie arrives in bright purple, pink and blue packaging with a remote control, star glasses and her skateboard.  Even her handkerchief around her neck is purple based delight.  Screams GIRL TOY.  2 AAA batteries and 3 AA batteries are required to make Trixie come to life are NOT included.

She's a little dog, the size of a chihuahua, and light enough for a four year old to carry around.  Younger than that, which is not recommended, may drop and hurt their foot or if they roll onto it bump their head as she's got a hard interior.  Her fur is soft.  Her tongue, eyes, and nose are hard plastic.

Her bark comes in through the remote control which is kind of weird.

The remote is easy to use, just two buttons.  30 tricks- um not really, but after a few the child moves on anyways.  The skateboard moved easily on my marble floors and struggled a bit on carpet.  While the skateboard is a cute accessory and adds to fun, Trixie is really the main attraction.  She'd fit with any cute carring case you have at home and is sure to be brought out during play time off and on for quite some time.",267
5,fake,wonderful product to keep your dog busy and entertained.  I will keep my dog busy and entertained,17
5,genuine,It's ok but doesn't let the nipples show well. They look like missiles.,13
5,fake,I use this book all the time and it's just what I needed for my students. It is so easy to read and so easy to get through. It is very easy to follow and it is very easy to understand. I have learned so much from it. I love it. I love the book. I love the kids. I love the story. I love the story. I love the story. I love the story.,75
5,fake,"This thing is indestructible, my dog has never been able to scratch it.

",13
5,genuine,"Cuts perfect and last for an extremely long time. We use Freud exclusively in our shop. Best blades on the market. Only thing I would change would be to make them without the red paint. It sometimes transfers to the material that is being cut and has to be sanded off. On the other hand, the red blades look cool. This 40 tooth cuts better than other brands with 90+ tooth blades.",72
5,fake,"I usually do not leave a mark, but this is a very nice piece of furniture. It is so small that it is a bit difficult to put together, so it is not easy to put together in the house. The only reason I would not purchase it again is that the rubber is too soft for the dog to chew on. I am very happy with this purchase. My dogs love them and they are a good size for a long time. I will definitely buy again. I hope the price is right. My cat loves it, she just likes to snuggle it up in her lap. It fits nicely in her crate and she is a very happy cat. I'm a huge fan of this product and I can tell you I've had no problems with my dog getting into the bag.",144
4,fake,"Excellent lamp. Beautiful, well shines, and has the quality of a good lamp.

The only downside is that it's very dimmable, which is not the case with this lamp. This is a very small light, and it's not very bright. This is why I ordered this lamp. It's a great lamp, and it will last me a very long time.

I will say that I have not tried it with my other two lamps. I have tried both of them, and they are both very dimmable. The only drawback is that they are not ""over"" the dimmers, but rather they are ""off"". I don't want to overheat them, but I don't want to overheat them. I can't think of",119
